From	To	Species	Gene Name
Q6MU88	2744361	Mycoplasma mycoides subsp. mycoides SC str. PG1	protoporphyrinogen oxidase(hemK)
O35607	12168	Mus musculus	bone morphogenetic protein receptor, type II (serine/threonine kinase)(Bmpr2)
O35608	11601	Mus musculus	angiopoietin 2(Angpt2)
Q9PDP1	1126884	Xylella fastidiosa 9a5c	glutamine--tRNA ligase(XF_RS05640)
O35604	18145	Mus musculus	Niemann-Pick type C1(Npc1)
Q742Z1	2720358	Mycobacterium avium subsp. paratuberculosis K-10	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(MAP_RS03545)
Q13459	4650	Homo sapiens	myosin IXB(MYO9B)
O67876	1193865	Aquifex aeolicus VF5	delta-aminolevulinic acid dehydratase(hemB)
O97772	100009241	Oryctolagus cuniculus	cholecystokinin A receptor(CCKAR)
P27236	1253030	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	peptidyl-dipeptidase(dcp)
Q6BHX4	2905117	Debaryomyces hansenii CBS767	DEHA2G15092p(DEHA2G15092g)
Q8CHQ0	106052	Mus musculus	F-box protein 4(Fbxo4)
Q60604	20259	Mus musculus	scinderin(Scin)
Q8CHR9	72614	Mus musculus	PIH1 domain containing 2(Pih1d2)
Q60603	16510	Mus musculus	potassium voltage-gated channel, subfamily H (eag-related), member 1(Kcnh1)
P81918	35743	Drosophila melanogaster	Odorant receptor 43b(Or43b)
P81916	34603	Drosophila melanogaster	Odorant receptor 33c(Or33c)
Q8CHR6	99586	Mus musculus	dihydropyrimidine dehydrogenase(Dpyd)
Q894P6	24254817	Clostridium tetani E88	chaperone protein HtpG(CTC_RS07745)
O35613	13163	Mus musculus	Fas death domain-associated protein(Daxx)
Q96NN9	150209	Homo sapiens	apoptosis inducing factor, mitochondria associated 3(AIFM3)
Q49I35	414915	Sus scrofa	galectin 1(LGALS1)
Q59WD5	3644267	Candida albicans SC5314	spindle assembly(STU1)
P91443	180539	Caenorhabditis elegans	Unconventional myosin heavy chain 6(hum-6)
Q810A1	52712	Mus musculus	zinc finger with KRAB and SCAN domains 6(Zkscan6)
P27206	938306	Bacillus subtilis subsp. subtilis str. 168	surfactin synthase subunit 1(srfAA)
Q9AFG9	1013965	Streptococcus agalactiae 2603V/R	CMP-N-acetylneuraminic acid synthetase NeuA(neuA)
Q86VE0	339344	Homo sapiens	Myb related transcription factor, partner of profilin(MYPOP)
Q810A3	70387	Mus musculus	tetratricopeptide repeat domain 9C(Ttc9c)
Q60613	11540	Mus musculus	adenosine A2a receptor(Adora2a)
P0CH38	288042	Rattus norvegicus	F-box protein 45(Fbxo45)
Q8CHS7	68460	Mus musculus	dehydrogenase/reductase (SDR family) member 7C(Dhrs7c)
Q6DKB0	444729	Xenopus laevis	5'-nucleotidase, cytosolic II(nt5c2.L)
Q60614	11541	Mus musculus	adenosine A2b receptor(Adora2b)
O35623	12068	Mus musculus	Bet1 golgi vesicular membrane trafficking protein(Bet1)
B4DS77	729993	Homo sapiens	shisa family member 9(SHISA9)
Q5ZMW5	396113	Gallus gallus	Rho GTPase activating protein 26(ARHGAP26)
P0CH30	107898872	Gossypium hirsutum	E3 ubiquitin-protein ligase RING1-like(LOC107898872)
Q13442	11333	Homo sapiens	PDGFA associated protein 1(PDAP1)
P81908	100033901	Equus caballus	butyrylcholinesterase(BCHE)
Q7KN90	36784	Drosophila melanogaster	Cysteinyl-tRNA synthetase(Aats-cys)
A1A4N1	504503	Bos taurus	solute carrier family 29 (nucleoside transporters), member 3(SLC29A3)
Q13435	10992	Homo sapiens	splicing factor 3b subunit 2(SF3B2)
P00729	855343	Saccharomyces cerevisiae S288c	carboxypeptidase C PRC1(PRC1)
Q86VD7	284439	Homo sapiens	solute carrier family 25 member 42(SLC25A42)
Q13439	2803	Homo sapiens	golgin A4(GOLGA4)
P00727	781648	Bos taurus	leucine aminopeptidase 3(LAP3)
O97790	282704	Bos taurus	TBC1 domain family member 1(TBC1D1)
Q86VD1	27136	Homo sapiens	MORC family CW-type zinc finger 1(MORC1)
O97799	403811	Canis lupus familiaris	KIT proto-oncogene receptor tyrosine kinase(KIT)
O67858	1193847	Aquifex aeolicus VF5	hypothetical protein(aq_2085)
P27214	282142	Bos taurus	annexin A11(ANXA11)
P60604	7327	Homo sapiens	ubiquitin conjugating enzyme E2 G2(UBE2G2)
O35638	20843	Mus musculus	stromal antigen 2(Stag2)
Q60665	20482	Mus musculus	SKI-like(Skil)
Q8CHL0	317674	Rattus norvegicus	frizzled class receptor 5(Fzd5)
Q6DKC0	444675	Xenopus laevis	ER lipid raft associated 2 S homeolog(erlin2.S)
Q60668	11991	Mus musculus	heterogeneous nuclear ribonucleoprotein D(Hnrnpd)
P00731	24269	Rattus norvegicus	carboxypeptidase A1(Cpa1)
P00730	286762	Bos taurus	carboxypeptidase A1(CPA1)
O97742	100009564	Oryctolagus cuniculus	sodium channel epithelial 1 beta subunit(SCNN1B)
Q84TI7	826623	Arabidopsis thaliana	high-affinity K+ transporter 1(HKT1)
P00732	510039	Bos taurus	carboxypeptidase B1(CPB1)
I3R9Z4	13025953	Haloferax mediterranei ATCC 33500	poly(3-hydroxyalkanoate) synthase subunit PhaC(HFX_RS16480)
Q13426	7518	Homo sapiens	X-ray repair cross complementing 4(XRCC4)
P00735	280685	Bos taurus	coagulation factor II, thrombin(F2)
Q59WJ5	3644355	Candida albicans SC5314	similar to MMSAB operon regulatory protein(CaO19.9842)
Q13423	23530	Homo sapiens	nicotinamide nucleotide transhydrogenase(NNT)
Q59WJ4	3644356	Candida albicans SC5314	polyadenylation factor I subunit(PFS2)
Q2GSV2	4395014	Chaetomium globosum CBS 148.51	hypothetical protein(CHGG_08952)
C3N7P3	7807633	Sulfolobus islandicus Y.G.57.14	uracil phosphoribosyltransferase(YG5714_RS09735)
A6PWD2	329977	Mus musculus	forkhead-associated (FHA) phosphopeptide binding domain 1(Fhad1)
O35648	12626	Mus musculus	centrin 3(Cetn3)
P21334	3880862	Neurospora crassa OR74A	albino-1(al-1)
P21333	2316	Homo sapiens	filamin A(FLNA)
Q60675	16773	Mus musculus	laminin, alpha 2(Lama2)
Q8CHM7	85255	Rattus norvegicus	2-hydroxyacyl-CoA lyase 1(Hacl1)
Q6DKD7	444546	Xenopus laevis	coatomer protein complex subunit gamma 2 S homeolog(copg2.S)
Q60677	16407	Mus musculus	integrin alpha E, epithelial-associated(Itgae)
Q7P095	24947661	Chromobacterium violaceum ATCC 12472	ATP synthase subunit beta(CV_RS03270)
O35643	11764	Mus musculus	adaptor protein complex AP-1, beta 1 subunit(Ap1b1)
Q5E3W9	3279076	Vibrio fischeri ES114	anaerobic nitric oxide reductase flavorubredoxin(norV)
P27287	5329869	Porcine rubulavirus	matrix protein(M)
Q4CUM2	3535684	Trypanosoma cruzi strain CL Brener	major vault protein(Tc00.1047053510353.10)
A3LRM2	4838040	Scheffersomyces stipitis CBS 6054	hypothetical protein(PICST_44113)
O51741	1195659	Borrelia burgdorferi B31	translation initiation factor IF-2(BB_0801)
O67838	1193735	Aquifex aeolicus VF5	hypothetical protein(aq_2054)
Q78J03	76467	Mus musculus	methionine sulfoxide reductase B2(Msrb2)
Q13418	3611	Homo sapiens	integrin linked kinase(ILK)
O67837	1193734	Aquifex aeolicus VF5	ATP-dependent DNA helicase RecG(recG)
Q9CPZ8	67899	Mus musculus	COX assembly mitochondrial protein 1(Cmc1)
Q13415	4998	Homo sapiens	origin recognition complex subunit 1(ORC1)
P00747	5340	Homo sapiens	plasminogen(PLG)
Q9CPY0	68017	Mus musculus	mitochondrial rRNA methyltransferase 2(Mrm2)
Q07001	1144	Homo sapiens	cholinergic receptor nicotinic delta subunit(CHRND)
Q9CPY1	66493	Mus musculus	mitochondrial ribosomal protein L51(Mrpl51)
Q6DKE0	444539	Xenopus laevis	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase(dhdh)
Q6Z4G3	4343849	Oryza sativa Japonica Group	UDP-arabinopyranose mutase 3(LOC4343849)
Q60648	14667	Mus musculus	GM2 ganglioside activator protein(Gm2a)
O35655	237178	Mus musculus	protein phosphatase with EF hand calcium-binding domain 1(Ppef1)
Q8CHN8	64023	Rattus norvegicus	mannan-binding lectin serine peptidase 1(Masp1)
Q60641	20186	Mus musculus	nuclear receptor subfamily 1, group H, member 4(Nr1h4)
Q8CHN6	286896	Rattus norvegicus	sphingosine-1-phosphate lyase 1(Sgpl1)
P21300	11997	Mus musculus	aldo-keto reductase family 1, member B7(Akr1b7)
O95502	23467	Homo sapiens	neuronal pentraxin receptor(NPTXR)
Q60649	20480	Mus musculus	ClpB caseinolytic peptidase B(Clpb)
Q2LGB5	539480	Bos taurus	toll interacting protein(TOLLIP)
O35660	14867	Mus musculus	glutathione S-transferase, mu 6(Gstm6)
Q13402	4647	Homo sapiens	myosin VIIA(MYO7A)
A1A547	242100	Mus musculus	peptidoglycan recognition protein 3(Pglyrp3)
Q9CPY6	66771	Mus musculus	GID complex subunit 4, VID24 homolog(Gid4)
Q7KN62	36040	Drosophila melanogaster	CG2331 gene product from transcript CG2331-RA(TER94)
P27260	944425	Tomato yellow leaf curl Sardinia virus	Rep protein(C1)
Q9CQ90	66206	Mus musculus	RIKEN cDNA 1110059E24 gene(1110059E24Rik)
O02316	191726	Caenorhabditis elegans	Nuclear hormone receptor family member nhr-77(nhr-77)
Q6Z4F1	4342603	Oryza sativa Japonica Group	protein argonaute 14(LOC4342603)
O35664	15976	Mus musculus	interferon (alpha and beta) receptor 2(Ifnar2)
Q8CI03	224613	Mus musculus	FLYWCH-type zinc finger 1(Flywch1)
Q8CI04	338337	Mus musculus	component of oligomeric golgi complex 3(Cog3)
Q84TJ0	820182	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT3G10200)
Q60653	16637	Mus musculus	killer cell lectin-like receptor, subfamily A, member 6(Klra6)
Q8MIZ3	396689	Sus scrofa	decapping enzyme, scavenger(DCPS)
P00762	24691	Rattus norvegicus	protease, serine 1(Prss1)
A2AAY5	268396	Mus musculus	SH3 and PX domains 2B(Sh3pxd2b)
O67818	1193715	Aquifex aeolicus VF5	hypothetical protein(aq_2020)
O97758	403752	Canis lupus familiaris	tight junction protein 1(TJP1)
P00766	529639	Bos taurus	chymotrypsinogen B2(CTRB2)
Q78IQ7	72027	Mus musculus	solute carrier family 39 (zinc transporter), member 4(Slc39a4)
O35671	16413	Mus musculus	integrin beta 1 binding protein 1(Itgb1bp1)
Q4VNC1	84239	Homo sapiens	ATPase 13A4(ATP13A4)
Q4VNC0	344905	Homo sapiens	ATPase 13A5(ATP13A5)
A1A4R8	512651	Bos taurus	cell division cycle 23(CDC23)
Q9CPX8	66594	Mus musculus	ubiquinol-cytochrome c reductase, complex III subunit XI(Uqcr11)
Q07008	25496	Rattus norvegicus	notch 1(Notch1)
Q9CPX9	66156	Mus musculus	anaphase promoting complex subunit 11(Anapc11)
Q9CPX6	67841	Mus musculus	autophagy related 3(Atg3)
Q9CPX5	66727	Mus musculus	HRAS-like suppressor family, member 5(Hrasls5)
Q01085	7073	Homo sapiens	TIA1 cytotoxic granule associated RNA binding protein like 1(TIAL1)
Q01082	6711	Homo sapiens	spectrin beta, non-erythrocytic 1(SPTBN1)
Q8GM55	25040061	Mycoplasma hominis ATCC 23114	50S ribosomal protein L22(MHO_RS01660)
Q96NY7	54102	Homo sapiens	chloride intracellular channel 6(CLIC6)
O35681	20981	Mus musculus	synaptotagmin III(Syt3)
P58270	395351	Gallus gallus	D4, zinc and double PHD fingers, family 3(DPF3)
P00774	24332	Rattus norvegicus	chymotrypsin-like elastase family, member 2A(Cela2a)
P21372	852539	Saccharomyces cerevisiae S288c	DEAD-box RNA helicase PRP5(PRP5)
O35678	23945	Mus musculus	monoglyceride lipase(Mgll)
P58267	395352	Gallus gallus	D4, zinc and double PHD fingers family 1(DPF1)
Q9D2H5	78911	Mus musculus	tripartite motif-containing 42(Trim42)
Q9CQH8	67053	Mus musculus	ribonuclease P 14 subunit(Rpp14)
Q6DKG0	64472	Rattus norvegicus	N(alpha)-acetyltransferase 35, NatC auxiliary subunit(Naa35)
Q5ZMP7	423736	Gallus gallus	adaptor-related protein complex 3, mu 1 subunit(AP3M1)
Q86UY6	79829	Homo sapiens	N(alpha)-acetyltransferase 40, NatD catalytic subunit(NAA40)
Q88SV5	1061982	Lactobacillus plantarum WCFS1	GMP reductase(guaC)
Q5ZMP6	770246	Gallus gallus	adaptor related protein complex 2 mu 1 subunit(AP2M1)
Q86UY8	51559	Homo sapiens	5'-nucleotidase domain containing 3(NT5DC3)
P00789	396240	Gallus gallus	calpain 11(CAPN11)
Q01097	14812	Mus musculus	glutamate receptor, ionotropic, NMDA2B (epsilon 2)(Grin2b)
Q6PH61	393552	Danio rerio	solute carrier family 25, member 34(slc25a34)
Q71H61	387597	Homo sapiens	immunoglobulin like domain containing receptor 2(ILDR2)
O74178	2540206	Schizosaccharomyces pombe 972h-	oxysterol binding protein (predicted)(kes1)
P00787	64529	Rattus norvegicus	cathepsin B(Ctsb)
Q5KWX9	3186739	Geobacillus kaustophilus HTA426	nicotinate-nicotinamide nucleotide adenylyltransferase(GK_RS12980)
B7FF08	6628104	Drosophila virilis	GJ17315 gene product from transcript GJ17315-RB(Dvir\GJ17315)
B7FF07	6575829	Drosophila mojavensis	GI17063 gene product from transcript GI17063-RA(Dmoj\GI17063)
A6BM72	84465	Homo sapiens	multiple EGF like domains 11(MEGF11)
Q9CQG3	67187	Mus musculus	zinc finger, MYND domain containing 19(Zmynd19)
A1A4H9	538452	Bos taurus	leucine rich repeat transmembrane neuronal 1(LRRTM1)
B7FF06	6561606	Drosophila grimshawi	GH17261 gene product from transcript GH17261-RA(Dgri\GH17261)
O35685	18221	Mus musculus	nudC nuclear distribution protein(Nudc)
B5FXA0	100189977	Taeniopygia guttata	electron transfer flavoprotein regulatory factor 1(ETFRF1)
A6L5J5	5304294	Bacteroides vulgatus ATCC 8482	transaldolase(BVU_RS16755)
Q5DRK1	613267	Rattus norvegicus	ectonucleoside triphosphate diphosphohydrolase 8(Entpd8)
Q8CHI9	286974	Rattus norvegicus	carbohydrate sulfotransferase 15(Chst15)
Q8CHI8	75560	Mus musculus	E1A binding protein p400(Ep400)
F4IPK2	816312	Arabidopsis thaliana	TBP-associated factor 14(TAF14)
Q6IB77	10249	Homo sapiens	glycine-N-acyltransferase(GLYAT)
Q01064	5153	Homo sapiens	phosphodiesterase 1B(PDE1B)
Q01062	81743	Rattus norvegicus	phosphodiesterase 2A(Pde2a)
Q01063	238871	Mus musculus	phosphodiesterase 4D, cAMP specific(Pde4d)
O28592	1484904	Archaeoglobus fulgidus DSM 4304	hypothetical protein(AF_RS08455)
P95765	25051201	Streptococcus gordonii str. Challis substr. CH1	manganese-dependent inorganic pyrophosphatase(SGO_RS08075)
P58295	171148	Rattus norvegicus	solute carrier family 6 member 5(Slc6a5)
A7MY11	5553848	Vibrio campbellii ATCC BAA-1116	hypothetical protein(VIBHAR_RS15025)
Q9D2F5	78806	Mus musculus	sperm tail PG rich repeat containing 1(Stpg1)
Q9D2F7	77595	Mus musculus	nucleoporin 210-like(Nup210l)
C4R613	8200290	Komagataella phaffii GS115	delta 4-(E)-sphingolipid desaturase(PAS_chr3_0939)
D4AVD4	9520141	Arthroderma benhamiae CBS 112371	hypothetical protein(ARB_00147)
Q810I1	288596	Rattus norvegicus	tripartite motif-containing 50(Trim50)
Q5ZMN0	420087	Gallus gallus	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B(ANP32B)
Q9CQF9	66881	Mus musculus	prenylcysteine oxidase 1(Pcyox1)
Q5ZMN3	771124	Gallus gallus	prohibitin 2(PHB2)
C4R5P7	8200322	Komagataella phaffii GS115	hypothetical protein(PAS_chr3_1225)
Q01076	1262812	Salmonella virus P22	injection protein(20)
Q6PGW3	393591	Danio rerio	zgc:63733(zgc:63733)
B5RUP5	8999161	Debaryomyces hansenii CBS767	DEHA2G10098p(DEHA2G10098g)
C0SUT9	837384	Arabidopsis thaliana	Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein(PKDM7D)
C3N7E8	7807290	Sulfolobus islandicus Y.G.57.14	tRNA sulfurtransferase(YG5714_RS09235)
D1KF50	828615	Arabidopsis thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein(SRS2)
A6BM46	7368167	Gnetum parvifolium	ribosomal protein L20(rpl20)
P58283	108086	Mus musculus	ring finger protein 216(Rnf216)
Q96NW7	57554	Homo sapiens	leucine rich repeat containing 7(LRRC7)
P21357	102577618	Solanum tuberosum	Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic(SHKA)
Q9CQE2	66836	Mus musculus	transmembrane protein 223(Tmem223)
A6BM50	7368180	Gnetum parvifolium	RNA polymerase beta subunit(rpoB)
Q60698	20481	Mus musculus	ski sarcoma viral oncogene homolog (avian)(Ski)
P21359	4763	Homo sapiens	neurofibromin 1(NF1)
C4R628	8199700	Komagataella phaffii GS115	Putative metalloprotease(PAS_chr3_0953)
Q7UUZ7	1790618	Rhodopirellula baltica SH 1	cell division protein FtsH(RB2966)
A1A4M4	615965	Bos taurus	TatD DNase domain containing 3(TATDN3)
A3LRV8	4838097	Scheffersomyces stipitis CBS 6054	hypothetical protein(PICST_88597)
Q6PGX3	393587	Danio rerio	leucine rich repeat and fibronectin type III domain containing 1(lrfn1)
A1A4M2	507692	Bos taurus	ER membrane protein complex subunit 10(EMC10)
Q96NU1	148398	Homo sapiens	sterile alpha motif domain containing 11(SAMD11)
F0NBH8	12418390	Sulfolobus islandicus REY15A	50S ribosomal protein L11 methyltransferase(SIRE_RS07360)
O06968	936542	Bacillus subtilis subsp. subtilis str. 168	TPR repeat-containing protein YvcD(yvcD)
A1A4M6	512369	Bos taurus	StAR related lipid transfer domain containing 5(STARD5)
Q6MUD1	2745054	Mycoplasma mycoides subsp. mycoides SC str. PG1	exodeoxyribonuclease VII large subunit(xseA)
C5G0N1	9224105	Arthroderma otae CBS 113480	digestive organ expansion factor(MCYG_08503)
A6L5E7	5304243	Bacteroides vulgatus ATCC 8482	ribosomal protein S12 methylthiotransferase RimO(BVU_RS16505)
Q810C0	245450	Mus musculus	SLIT and NTRK-like family, member 2(Slitrk2)
Q8CHC8	240442	Mus musculus	ADNP homeobox 2(Adnp2)
Q6BHS5	2905170	Debaryomyces hansenii CBS767	DEHA2G16126p(DEHA2G16126g)
Q8MJD7	403554	Canis lupus familiaris	cyclic nucleotide gated channel beta 3(CNGB3)
Q9D2D7	78266	Mus musculus	zinc finger protein 687(Zfp687)
Q9CQD7	641361	Mus musculus	phospholipase A2 inhibitor and LY6/PLAUR domain containing(Pinlyp)
Q8MJD6	396692	Sus scrofa	HOP homeobox(HOPX)
Q9PE61	1126708	Xylella fastidiosa 9a5c	50S ribosomal protein L6(XF_RS04945)
Q5ZMT7	423382	Gallus gallus	aarF domain containing kinase 1(ADCK1)
Q86UU5	199720	Homo sapiens	gametogenetin(GGN)
Q9CQD1	271457	Mus musculus	RAB5A, member RAS oncogene family(Rab5a)
P64800	1092080	Mycobacterium bovis AF2122/97	hypothetical protein(Mb1320)
Q96NT5	113235	Homo sapiens	solute carrier family 46 member 1(SLC46A1)
O06974	936527	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(yvcK)
B5RUV1	8999246	Debaryomyces hansenii CBS767	DEHA2G18854p(DEHA2G18854g)
A1A4L5	781788	Bos taurus	alkB homolog 8, tRNA methyltransferase(ALKBH8)
Q7P0B3	24947035	Chromobacterium violaceum ATCC 12472	hypothetical protein(CV_RS03180)
A1A4L0	519597	Bos taurus	sorting nexin 4(SNX4)
Q9D2C6	78929	Mus musculus	polymerase (RNA) III (DNA directed) polypeptide H(Polr3h)
Q8CHE4	98432	Mus musculus	PH domain and leucine rich repeat protein phosphatase 1(Phlpp1)
Q9D2C9	77634	Mus musculus	small nuclear RNA activating complex, polypeptide 3(Snapc3)
P58215	84695	Homo sapiens	lysyl oxidase like 3(LOXL3)
A7TTE6	5542452	Vanderwaltozyma polyspora DSM 70294	hypothetical protein(Kpol_223p3)
Q86UT8	338657	Homo sapiens	coiled-coil domain containing 84(CCDC84)
O06981	938473	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(yvcS)
Q96NU7	144193	Homo sapiens	amidohydrolase domain containing 1(AMDHD1)
Q9D2C2	78935	Mus musculus	serum amyloid A-like 1(Saal1)
O74109	1442842	Pyrococcus horikoshii OT3	50S ribosomal protein L10(PH_RS09450)
Q6BI60	2905025	Debaryomyces hansenii CBS767	DEHA2G13200p(DEHA2G13200g)
O06987	936460	Bacillus subtilis subsp. subtilis str. 168	HTH-type transcriptional regulator YvdE(mdxR)
P13433	850507	Saccharomyces cerevisiae S288c	DNA-directed RNA polymerase(RPO41)
Q59X11	3644072	Candida albicans SC5314	similar to S. cerevisiae ATG2 (YNL242W) Atg9-associated protein required for protein vacuolar targeting, autophagy and pexophagy, component of Atg1-Atg13 signaling complex(ATG2)
Q6PGZ3	393572	Danio rerio	TNF receptor-associated factor 3 interacting protein 1(traf3ip1)
P13432	24867	Rattus norvegicus	submaxillary gland androgen regulated protein 3B(Smr3b)
Q13489	330	Homo sapiens	baculoviral IAP repeat containing 3(BIRC3)
H2LRU7	100192346	Oryzias latipes	polycystin 2, transient receptor potential cation channel(pkd2)
Q13487	6618	Homo sapiens	small nuclear RNA activating complex polypeptide 2(SNAPC2)
P13439	22247	Mus musculus	uridine monophosphate synthetase(Umps)
Q1NZ26	4363067	Caenorhabditis elegans	hypothetical protein(F13E9.13)
Q86V88	145553	Homo sapiens	magnesium dependent phosphatase 1(MDP1)
Q13492	8301	Homo sapiens	phosphatidylinositol binding clathrin assembly protein(PICALM)
Q9PE46	1126723	Xylella fastidiosa 9a5c	lipase chaperone(XF_RS05010)
Q86V87	64760	Homo sapiens	family with sequence similarity 160 member B2(FAM160B2)
Q86UW7	93664	Homo sapiens	calcium dependent secretion activator 2(CADPS2)
Q86UW6	55728	Homo sapiens	NEDD4 binding protein 2(N4BP2)
Q13490	329	Homo sapiens	baculoviral IAP repeat containing 2(BIRC2)
Q86V85	160897	Homo sapiens	G protein-coupled receptor 180(GPR180)
Q13496	4534	Homo sapiens	myotubularin 1(MTM1)
Q88ST4	1062597	Lactobacillus plantarum WCFS1	GTP cyclohydrolase I(folE)
Q9CQB2	68241	Mus musculus	family with sequence similarity 195, member A(Fam195a)
Q96NR3	139411	Homo sapiens	patched domain containing 1(PTCHD1)
O06992	936479	Bacillus subtilis subsp. subtilis str. 168	maltodextrin utilization protein YvdJ(yvdJ)
Q96NR8	145226	Homo sapiens	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)(RDH12)
Q7UUW9	1793861	Rhodopirellula baltica SH 1	peroxidase/catalase(perA)
Q86UW9	113878	Homo sapiens	deltex E3 ubiquitin ligase 2(DTX2)
E7EXT2	402864	Danio rerio	UV-stimulated scaffold protein A(uvssa)
P58242	100340	Mus musculus	sphingomyelin phosphodiesterase, acid-like 3B(Smpdl3b)
